     132.453300       34.530376
     132.468578       34.529823
     132.483739       34.528168
     132.498667       34.525424
     132.513249       34.521612
     132.527371       34.516761
     132.540928       34.510908
     132.553814       34.504098
     132.565933       34.496383
     132.577190       34.487822
     132.587502       34.478480
     132.596788       34.468429
     132.604980       34.457745
     132.612014       34.446509
     132.617837       34.434809
     132.622406       34.422732
     132.625687       34.410371
     132.627654       34.397820
     132.628294       34.385175
     132.627601       34.372531
     132.625583       34.359986
     132.622255       34.347634
     132.617643       34.335570
     132.611783       34.323884
     132.604718       34.312667
     132.596505       34.302002
     132.587205       34.291972
     132.576889       34.282651
     132.565635       34.274111
     132.553531       34.266417
     132.540666       34.259626
     132.527140       34.253791
     132.513055       34.248955
     132.498516       34.245156
     132.483636       34.242421
     132.468526       34.240772
     132.453300       34.240220
     132.438074       34.240772
     132.422964       34.242421
     132.408084       34.245156
     132.393545       34.248955
     132.379460       34.253791
     132.365934       34.259626
     132.353069       34.266417
     132.340965       34.274111
     132.329711       34.282651
     132.319395       34.291972
     132.310095       34.302002
     132.301882       34.312667
     132.294817       34.323884
     132.288957       34.335570
     132.284345       34.347634
     132.281017       34.359986
     132.278999       34.372531
     132.278306       34.385175
     132.278946       34.397820
     132.280913       34.410371
     132.284194       34.422732
     132.288763       34.434809
     132.294586       34.446509
     132.301620       34.457745
     132.309812       34.468429
     132.319098       34.478480
     132.329410       34.487822
     132.340667       34.496383
     132.352786       34.504098
     132.365672       34.510908
     132.379229       34.516761
     132.393351       34.521612
     132.407933       34.525424
     132.422861       34.528168
     132.438022       34.529823
     132.453300       34.530376
